notice-identifier,dps-usage-lot,notice-type,publication-number,procedure-accelerated,legal-basis,organisation-country-buyer,estimated-value-cur-lot,procedure-identifier,estimated-value-cur-proc,total-value,winner-size,winner-owner-nationality,winner-selection-status,legal-basis-proc,direct-award-justification-text-proc.lit,direct-award-justification-text-proc.eng,direct-award-justification-proc,framework-buyer-categories-lot.hrv,exclusion-grounds,accessibility-lot,legal-basis-text.ces,no-negocaition-necessary-lot,direct-award-justification-text-proc.fra,framework-value-notice,legal-basis-text.pol,legal-basis-text.deu,framework-buyer-categories-lot.nld,subcontracting-percentage,ipi-measures-applicable-lot,direct-award-justification-text-proc.nld,direct-award-justification-text-proc.pol,framework-buyer-categories-lot.deu,subcontracting-value,direct-award-justification-text-proc.slv,direct-award-justification-text-proc.ita,direct-award-justification-text-proc.spa,currency,total-value-eur,total-value-eur-capped,is_outlier,total-value-eur-log,bidder-count,primary-bidder-size,bidder-size-numeric,notice_is_cn-standard,notice_is_can-standard,notice_is_veat,notice_is_pin-only,notice_is_cn-social,notice_is_can-modif,notice_is_pin-cfc-standard,notice_is_cn-desg,notice_is_can-social,notice_is_pin-buyer
1c7331bf-cfdb-43df-a1f7-24a700451320,none,can-standard,258299-2025,False,32014L0025,FRA,,c4635633-4e05-4711-96c6-8fe9f84e3a1f,,3514790.08,large,FRA,selec-w,,,,,,,,,,,,,,,,,,,,,,,,EUR,3514790.08,3514790.08,False,15.072490644760615,1,large,4.0,0,1,0,0,0,0,0,0,0,0
7a933553-b68a-4368-8339-271f3099d2cf,none,cn-standard,258300-2025,False,32014L0024,FRA,,ce97bfae-5f33-439f-93a2-fa5752007579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
089ecd10-4c4a-4997-ba4c-e8fc3eafce78,none,cn-standard,258301-2025,False,32014L0024,POL,,ed123cfc-a01c-43ee-82bb-4a7d259da598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
0147114c-2967-4887-b653-9fcc37c61456,none|none|none|none|none|none|none|none|none|none,can-standard,258302-2025,,32014L0024,POL,,b8a8b5d4-37e8-48a6-85de-9286efdcd959,,21044.43,small|micro|small,,selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w,,,,,,,,,,,,,,,,,,,,,,,,EUR,21044.43,21044.43,False,9.954438713402679,3,small,2.0,0,1,0,0,0,0,0,0,0,0
1985c2e8-b7bb-4091-b7ba-f7c111b1f7ee,dps-list,can-standard,258303-2025,,32014L0025,EST,,fbeb0bf7-151f-46ef-b1a4-6400df11d7d9,,,,,selec-w,,,,,,,n-inc,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
8f0947e5-4936-4d04-813f-67de8b08c0ab,none,cn-standard,258305-2025,False,32014L0024,DEU,,3e3d7e27-e2c4-419c-a5b2-27dca8584e33,,,,,,vob-a-eu,,,,,bankruptcy,,,,,,,['VOB/A'],,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
3752094d-561d-4845-8003-12f9e0ca159d,none,cn-standard,258306-2025,False,32014L0024,FRA,,1294f173-9c50-455d-94c8-282e4e334736,,,,,,,,,,,nati-ground,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
09718ad5-e50a-45eb-b603-de85a209471b,none,can-standard,258307-2025,,32014L0024,HRV,EUR,00b92b6f-dec1-4e7b-92ce-0e0ec4531371,EUR,29845.0,medium,,selec-w,,,,,,,n-inc,,,,,,,,,,,,,,,,,EUR,29845.0,29845.0,False,10.303806106491413,1,medium,3.0,0,1,0,0,0,0,0,0,0,0
c1079349-07b4-464d-ad3f-dde2d75732cc,none,cn-standard,258308-2025,False,32014L0024,FRA,,c110a5e6-351d-48db-b3cb-b44f1c507db2,EUR,1000000.0,,,,,,,,,bankr-nat|bankruptcy|corruption|cred-arran|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|nati-ground|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,,,,,,,,,,,,,,,,,,EUR,1000000.0,1000000.0,False,13.815511557963774,0,,,1,0,0,0,0,0,0,0,0,0
76782dbd-f351-40e8-aea9-46328fcd17f4,none|none|none|none|none|none|none|none|none|none|none,cn-standard,258309-2025,False,32014L0024,FRA,,d90f6c88-d809-4a66-9b11-1f6c6d455c29,,,,,,,,,,,nati-ground,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
322415df-a302-4ff7-8313-fc55e5f07c44,none,cn-standard,258310-2025,,32014L0024,DEU,,9d614da4-3509-4ea9-832e-93262e4e02a8,,,,,,vob-a-eu,,,,,nati-ground,n-inc,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
b108783b-22cc-4067-9607-1d7446d944c1,none,cn-standard,258311-2025,False,32014L0024,FRA,,ef2979b4-4cb0-486c-bbe9-38d28ddd2e4e,,,,,,,,,,,nati-ground,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
78fe4cd6-087f-46ae-bd54-0ea9989e268a,none|none|none,cn-standard,258312-2025,,32014L0024,FRA,,737174f7-f0ad-4029-8fd2-917bad1a330f,,,,,,,,,,,nati-ground,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
01964292-3ab6-414e-969d-9ac2d6fa76ab,none|none,cn-standard,258313-2025,False,32014L0024,DEU,,01964271-0338-47f0-829e-07607370a855,,,,,,vgv,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
30b35443-674d-4a7e-897b-ed5f39428c3c,none,cn-social,258314-2025,,32014L0024,SWE,SEK,f21790b4-37ef-4c09-97ed-bce2b27f71f9,SEK,14000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,SEK,1218000.0,1218000.0,False,14.012721548269704,0,,,0,0,0,0,1,0,0,0,0,0
98d6f480-1dfe-40d7-ae0d-9c1707145474,none|none,cn-standard,258315-2025,False,32014L0024,FRA,EUR,f1166f94-deba-4fca-82c1-132c7c352716,,,,,,,,,,,nati-ground,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
dce2ad03-9160-4cc6-b131-b7981a8af16e,none,cn-standard,258316-2025,False,32014L0024,NLD,EUR,fff2a99b-65a2-4bd9-a778-81f0d5df9137,EUR,800000.0,,,,,,,,,bankr-nat|bankruptcy|corruption|cred-arran|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,,,,,,,,,,,,,,,,,,EUR,800000.0,800000.0,False,13.592368256649284,0,,,1,0,0,0,0,0,0,0,0,0
5ce84ca3-8c91-4192-843a-43164cda2760,none,can-standard,258317-2025,False,32014L0024,DEU,,bebfd04e-1c94-4190-953c-863eab0e10c5,,,,,selec-w,vgv,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
06ae06c9-9f85-483f-bbbc-0acc4645d0a8,none,can-standard,258318-2025,False,32014L0024,DEU,,1c613a87-c448-4328-808d-f0566d5aa70a,,,small,,selec-w,vgv,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,1,small,2.0,0,1,0,0,0,0,0,0,0,0
e6ba001a-fca4-4c15-8bd4-dd0eaf6a05eb,,can-modif,258319-2025,,32014L0025,DEU,,bf14642b-99af-425d-8b74-4f396e5837d6,,,,,,sektvo,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,0,0,0,0,1,0,0,0,0
ba825b2a-ce79-4b4a-ae40-b9a5d9d5d4eb,none,cn-standard,258321-2025,False,32014L0024,IRL,EUR,489a49ba-9b40-4711-a2f1-36613dcbfa5d,EUR,400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,400000.0,400000.0,False,12.899222326086994,0,,,1,0,0,0,0,0,0,0,0,0
3ef266be-6194-4c03-9c05-74d621b49c78,none|none,cn-standard,258322-2025,False,32014L0024,FRA,EUR,0aac5f8a-ed2f-4f3d-8244-33b01cf32db3,EUR,2200000.0,,,,,,,,,nati-ground,,,False|False,,,,,,,,,,,,,,,EUR,2200000.0,2200000.0,False,14.603968372873895,0,,,1,0,0,0,0,0,0,0,0,0
f989fc20-0b95-410e-a385-0d1957da96d1,none,cn-standard,258323-2025,False,32014L0024,NLD,,0f5364f9-9ccb-4f5c-8db6-cf8264fd4f65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
96f0467d-347c-4b25-b9d7-f6fac1a00c58,none|none|none|none|none|none|none|none|none|none|none|none,cn-standard,258324-2025,False,32014L0024,FRA,EUR,9f9dac68-d47c-4995-9d28-4e32dd01c3d4,EUR,1352552.38,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1352552.38,1352552.38,False,14.11750475657644,0,,,1,0,0,0,0,0,0,0,0,0
e044bb37-69ee-40a2-8f0b-e0dc888d16a9,none,cn-standard,258325-2025,False,32014L0024,NLD,,17d137a6-93bd-4a68-b523-34a7c9b862f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
11622be8-6414-447e-855f-d4f4fe975eef,,cn-standard,258327-2025,,32014L0023,ITA,EUR,11622be8-6414-447e-855f-d4f4fe975eef,EUR,78800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,78800000.0,41537332.48450003,True,18.182423567518462,0,,,1,0,0,0,0,0,0,0,0,0
27bd84b9-3c46-4115-b187-50e5f13dcc51,dps-list,cn-standard,258328-2025,False,32014L0024,LTU,EUR,6306a1a4-88e7-4161-93a2-f0dbe352ec91,EUR,125036350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,125036350.0,41537332.48450003,True,18.644115060990124,0,,,1,0,0,0,0,0,0,0,0,0
2f710b54-e665-4247-8dbd-ad85e0bc22f1,none|none|none|none|none|none|none|none|none|none|none,cn-standard,258329-2025,False,32014L0024,SVN,,75f5a0c8-4314-442e-9fcc-23fc3c3b6b8e,,,,,,,,,,,,n-inc|n-inc|n-inc|n-inc|n-inc|n-inc|n-inc|n-inc|n-inc|n-inc|n-inc,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
d1f87014-4556-4b54-ab1a-d89e06f0b7a5,none,cn-standard,258330-2025,,32014L0024,FRA,,1d3580bb-f6d0-48fd-baef-f7f5d4309992,,,,,,,,,,,nati-ground,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
e1cb6d06-4973-484b-8ccb-57f02b6d31cd,none,cn-standard,258331-2025,False,32014L0024,FRA,,a7c15813-ee61-42fc-99c8-7909dd05bd5b,,,,,,,,,,,nati-ground,,,False,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
70a9860d-1e19-4cfc-81bb-e02fdd7c7f25,none,cn-standard,258332-2025,False,32014L0024,POL,,62c06be8-a380-4407-9a81-32f4695b6c41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
dba653b7-08bb-4235-986d-7d6faf7eb010,none,cn-standard,258333-2025,False,32014L0024,NLD,EUR,daf777a9-c0a2-40f5-935a-7c70b17a19a0,EUR,32700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,32700000.0,32700000.0,False,17.30288566644852,0,,,1,0,0,0,0,0,0,0,0,0
e0744e49-8dfa-4d91-919e-90ccad7a93fd,none,can-standard,258334-2025,,32014L0024,BGR,BGN,2ef57c14-293f-43e9-af4e-71e98a59622e,BGN,60401.33,sme,,selec-w,,,,,,,n-inc-just,,,,,,,,,,,,,,,,,BGN,30804.678300000003,30804.678300000003,False,10.335454312358989,1,sme,2.5,0,1,0,0,0,0,0,0,0,0
a9cffbec-1c3f-4e34-acef-c78997419427,none,cn-standard,258335-2025,False,32014L0024,DEU,,e2b4d280-fba6-4883-b2bc-f4e64b4118bc,,,,,,vgv,,,,,exg-natl-bre-nat-law|exg-crim-part|exg-crim-terror|exg-crim-laund|exg-crim-fraud|exg-crim-corrpt|exg-crim-traffick|exg-pmt-bre-tax|exg-pmt-bre-ssc|exg-mis-bre-env-law|exg-mis-bre-soc-law|exg-mis-bre-lab-law|exg-sitn-insolvency|exg-sitn-liq-admin|exg-sitn-as-susp|exg-sitn-other|exg-mis-misconduct|exg-mis-distortion|exg-mis-partic-confl|exg-mis-prep-confl|exg-mis-sanction|exg-mis-misrepresent,,,False,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
fe213af7-7f5f-4dcf-9454-b19c6bfa39f5,none,cn-standard,258336-2025,False,32014L0024,DEU,,502d093b-13b3-4f19-8400-75c19df0ec19,,,,,,vob-a-eu,,,,,exg-natl-bre-nat-law|exg-crim-part|exg-crim-terror|exg-crim-laund|exg-crim-fraud|exg-crim-corrpt|exg-crim-traffick|exg-pmt-bre-tax|exg-pmt-bre-ssc|exg-mis-bre-env-law|exg-mis-bre-soc-law|exg-mis-bre-lab-law|exg-sitn-insolvency|exg-sitn-liq-admin|exg-sitn-as-susp|exg-sitn-other|exg-mis-misconduct|exg-mis-distortion|exg-mis-partic-confl|exg-mis-prep-confl|exg-mis-sanction|exg-mis-misrepresent,,,False,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
3cf5b976-7fd2-4fc7-9ed8-c088b3b0dfc7,none,cn-standard,258337-2025,,32014L0024,DEU,,7320a020-05a2-4cfb-8502-b2d404a9b0cf,,,,,,vgv,,,,,bankr-nat|bankruptcy|corruption|bankr-nat|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|bankruptcy|misrepresent|nati-ground|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
0c9ecf47-4d87-4ca6-8a32-2ca293f6b26c,none,cn-standard,258339-2025,False,32014L0024,DEU,,fa318375-b34f-422d-b4a4-c46148e36648,,,,,,vob-a-eu,,,,,bankruptcy,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
b7016505-e5bd-452e-86ae-468a808b47d2,none|none|none|none|none|none|none,cn-standard,258340-2025,False,32014L0024,POL,PLN,3c5a8639-85cf-4d9f-9e27-c4f6a15f213f,PLN,108222.09,,,,,,,,,,,,,,,,,,,,,,,,,,,PLN,24891.0807,24891.0807,False,10.122304987689317,0,,,1,0,0,0,0,0,0,0,0,0
2988665d-a064-4b2f-ba72-de9dc0371d3a,none,cn-standard,258341-2025,True,32014L0024,ITA,EUR,5a1eb075-83b3-4474-a1a2-0eb893c545dd,EUR,1227372.48,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1227372.48,1227372.48,False,14.020387062055507,0,,,1,0,0,0,0,0,0,0,0,0
cc4ce729-7e1a-4b20-84d3-ee5dbcfb514c,none,cn-standard,258342-2025,False,32014L0024,NLD,EUR,5c358350-9f2e-4d06-a3d0-96eea8f666f0,EUR,18500000.0,,,,,,,,,bankr-nat|bankruptcy|corruption|cred-arran|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prof-misconduct|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,,,,,,,,['Vooraf wordt er geen maximum aantal deelnemers gesteld.'],,,,,,,,,,EUR,18500000.0,18500000.0,False,16.733281344102608,0,,,1,0,0,0,0,0,0,0,0,0
2b2484ac-6eb3-4017-9d8b-c7b30170bdb2,none,cn-standard,258343-2025,,32014L0024,ROU,,47a74b57-58e1-49d4-8502-0b118db72306,RON,207222802.55,,,,,,,,,crime-org|corruption|fraud|terr-offence|finan-laund|human-traffic|tax-pay|socsec-pay,,,,,,,,,,,,,,,,,,RON,41444560.510000005,41444560.510000005,False,17.53986722490595,0,,,1,0,0,0,0,0,0,0,0,0
9c7f1539-7953-4cb2-a540-e0cf930e295c,,can-modif,258345-2025,,32014L0025,DEU,,f1f72dd8-3066-46f2-8fcd-fa717ab63915,,,,,,sektvo,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,0,0,0,0,1,0,0,0,0
af7c3814-43f8-404e-a33b-c4e01252b3ab,none,cn-standard,258346-2025,False,32014L0024,DEU,,17612914-e3a7-4810-b47a-09392270d0b9,,,,,,vob-a-eu,,,,,exg-natl-bre-nat-law|exg-crim-part|exg-crim-terror|exg-crim-laund|exg-crim-fraud|exg-crim-corrpt|exg-crim-traffick|exg-pmt-bre-tax|exg-pmt-bre-ssc|exg-mis-bre-env-law|exg-mis-bre-soc-law|exg-mis-bre-lab-law|exg-sitn-insolvency|exg-sitn-liq-admin|exg-sitn-as-susp|exg-sitn-other|exg-mis-misconduct|exg-mis-distortion|exg-mis-partic-confl|exg-mis-prep-confl|exg-mis-sanction|exg-mis-misrepresent,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
85b982ca-f9d5-4317-a445-188056389060,none|none|none|none|none|none|none|none,cn-standard,258347-2025,False,32014L0024,FRA,EUR,ef54dd1a-1196-4c20-9c28-a4334a09066f,,,,,,,,,,,bankr-nat|bankruptcy|corruption|cred-arran|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|nati-ground|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
5a6b2b6a-b8ec-4a1c-b036-2ef2cb08e349,none|none|none|none|none|none|none|none|none|none|none|none|none,can-standard,258348-2025,True,32014L0024,POL,,b38be03b-0629-46aa-95ac-c9c09c246704,,923501.0,sme|sme|sme|sme|sme|sme|sme,,selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|clos-nw|selec-w|selec-w,,,,,,,,,,,,,,,,,,,,,,,,EUR,923501.0,923501.0,False,13.735928244293152,7,sme,2.5,0,1,0,0,0,0,0,0,0,0
c2bc7f94-26f6-4c55-90ff-b4d86154363e,none,veat,258350-2025,,32014L0024,FRA,,67a4ae57-59b2-48ec-9e76-b20b4a210a19,,10925.0,large,FRA,,,,,below-thres,,,,,,['Marché inférieur aux seuils européens'],,,,,,,,,,,,,,EUR,10925.0,10925.0,False,9.298900548955663,1,large,4.0,0,0,1,0,0,0,0,0,0,0
8d59674c-d64c-4bb5-a64e-b0c4afb1aa51,none|none|none|none,cn-standard,258351-2025,False,32014L0024,DEU,,9d8101c6-36c9-4433-954f-59a29be18f9a,,,,,,vgv,,,,,exg-natl-bre-nat-law|exg-crim-part|exg-crim-terror|exg-crim-laund|exg-crim-fraud|exg-crim-corrpt|exg-crim-traffick|exg-pmt-bre-tax|exg-pmt-bre-ssc|exg-mis-bre-env-law|exg-mis-bre-soc-law|exg-mis-bre-lab-law|exg-sitn-insolvency|exg-sitn-liq-admin|exg-sitn-as-susp|exg-sitn-other|exg-mis-misconduct|exg-mis-distortion|exg-mis-partic-confl|exg-mis-prep-confl|exg-mis-sanction|exg-mis-misrepresent,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
aeab5d9a-8551-4836-be4d-25e2313e1a12,none|none|none|none|none|none|none|none|none|none|none|none,can-standard,258352-2025,False,32014L0025,FRA,,22672d99-cab5-4b1d-9aa2-7847f893f996,EUR,49200000.0,sme|sme|sme|large|large|large|large|large|sme|large|large|sme,FRA|FRA|FRA|FRA|FRA|FRA|FRA|FRA|FRA|FRA|FRA|FRA,selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w,,,,,,,,,,,,,,,,,,,,,,,,EUR,49200000.0,41537332.48450003,True,17.71140420178774,12,sme,2.5,0,1,0,0,0,0,0,0,0,0
031d86f7-1196-4174-aa7e-2b01fcde7fc6,none|none,cn-standard,258354-2025,,32014L0024,FRA,,55f2b605-3759-4921-8e8d-2f2181ac4eb8,,,,,,,,,,,nati-ground,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
3396a0c6-4bfb-452c-9878-eb3585ae8241,none|none|none|none|none|none|none|none|none|none|none|none|none|none,cn-standard,258356-2025,False,32014L0024,FRA,,8c9f6f0c-27b7-4fef-a522-0c39c119006c,,,,,,,,,,,nati-ground,,,False|False|False|False|False|False|False|False|False|False|False|False|False|False,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
27ba5842-5683-4009-a659-a6dfd82015b9,none,can-standard,258358-2025,False,32014L0024,DEU,,6706b10d-99f9-4640-9dea-338ff95eda21,,,,,selec-w,vob-a-eu,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
8a6b57b0-5631-4433-924d-2a5d7374149e,none,cn-standard,258359-2025,False,32014L0024,FRA,,1898da46-4030-4c9f-9188-02d2855465f0,,,,,,,,,,,bankr-nat|bankruptcy|corruption|cred-arran|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|nati-ground|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
f74fa82b-2eaa-4383-ba2c-49e21c88dba0,none|none|none,cn-standard,258360-2025,False,32014L0024,LTU,,42609bde-18ae-4de7-8958-76476deabbe7,EUR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.0,0.0,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
000eecc1-1235-46dc-8341-49247346f970,none|none,cn-standard,258361-2025,False,32014L0024,FRA,EUR,c889365a-7448-49e2-990b-3067c96ff10e,EUR,830000.0,,,,,,,,,nati-ground,,,,,,,,,,,,,,,,,,EUR,830000.0,830000.0,False,13.629182184591333,0,,,1,0,0,0,0,0,0,0,0,0
d662d9ab-0784-4c1e-8811-25de57161767,,can-modif,258362-2025,,32014L0025,HRV,,a2bc65dc-df80-41ed-b91e-c551c69311f8,,17038789.46,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,17038789.46,17038789.46,False,16.65100309445171,0,,,0,0,0,0,0,1,0,0,0,0
034e3837-f2dd-4c94-b3af-3ca85a49e6f5,none,can-standard,258364-2025,,32014L0024,ROU,,3540541c-1669-440d-a97c-470aaf220a1f,,,,,clos-nw,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
b5706af9-d3e0-4cd0-ab4d-c2b8c51eceaa,none,can-standard,258365-2025,,32014L0025,EST,,d15eddae-3d14-4aa0-a7e7-b379cda409bb,,,,,clos-nw,,,,,,,n-inc,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
3315f88d-cc65-4270-9c79-55475f1fae93,none|none|none|none,cn-standard,258366-2025,False,32014L0024,ITA,EUR,3d438290-1e86-43f1-964c-5b8557fd3632,EUR,2220380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,2220380.0,2220380.0,False,14.613189360744778,0,,,1,0,0,0,0,0,0,0,0,0
61ea5358-3326-43fc-9971-3d0254a0f86d,none,cn-standard,258369-2025,False,32014L0024,NLD,EUR,7d87cfcb-3c2e-4876-97e3-1aa1efbf7218,EUR,4550000.0,,,,,,,,,bankr-nat|bankruptcy|corruption|cred-arran|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,,,,,,,,,,,,,,,,,,EUR,4550000.0,4550000.0,False,15.330638010707329,0,,,1,0,0,0,0,0,0,0,0,0
38c73277-94cf-4cc4-878c-b2a66bc9417c,,pin-buyer,258371-2025,,32014L0024,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,0,0,0,0,0,0,0,0,1
27420758-20ee-448e-8ab7-8065878944f8,none,cn-standard,258372-2025,False,32014L0024,FRA,EUR,a150930b-07c5-40fc-b22b-8e30285ff831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
96522aa2-8b14-4b8e-b5ee-177a859f2a21,none,can-standard,258373-2025,,32014L0024,BGR,BGN,ba32d6c0-815f-4e11-a8be-2bcdcd6653ce,BGN,234000.0,sme,,selec-w,,,,,,,inc,,,,,,,,,,,,,,,,,BGN,119340.0,119340.0,False,11.68974022046111,1,sme,2.5,0,1,0,0,0,0,0,0,0,0
c2eb82ea-ce3b-4f85-945d-6bbc50864f1e,none|none,cn-standard,258374-2025,False,32014L0024,HRV,EUR,ac73ddb2-915f-4210-a6c7-f3114a6a7e5f,EUR,18000000.0,,,,,,,,,exg-crim-part|exg-crim-corrpt|exg-crim-fraud|exg-crim-terror|exg-crim-laund|exg-crim-traffick|exg-pmt-bre-tax|exg-pmt-bre-ssc|exg-mis-partic-confl|exg-mis-sanction|exg-mis-misrepresent,inc|inc,,,,,,,,,,,,,,,,,EUR,18000000.0,18000000.0,False,16.705882371415992,0,,,1,0,0,0,0,0,0,0,0,0
5b25e96f-9e1b-4a0f-b7d8-e7b8253dd023,none|none,can-standard,258376-2025,False,32014L0025,DEU,,f76e5e4a-6ae4-40ff-9022-bcfb73299e3f,,2400000.0,large,,selec-w|selec-w,sektvo,,,,,,,,,,,,,,,,,,,,,,,EUR,2400000.0,2400000.0,False,14.690979711984754,1,large,4.0,0,1,0,0,0,0,0,0,0,0
149ade68-56f7-47c4-a608-e81b0f3e3a7c,none,cn-standard,258378-2025,False,32014L0024,FRA,EUR,75c745fe-72d4-447d-ac7f-ab4c64ad2261,EUR,1200000.0,,,,,,,,,nati-ground,,,False,,,,,,,,,,,,,,,EUR,1200000.0,1200000.0,False,13.997832948091215,0,,,1,0,0,0,0,0,0,0,0,0
365058ae-1848-4a6f-a433-dfd7d338ee9b,,pmc,258379-2025,,other,NLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,0,0,0,0,0,0,0,0,0
d5720589-ceb3-4ced-b392-bc34d3a0df6e,none,cn-standard,258380-2025,False,32014L0024,CHE,,9a80876d-f104-46e9-a83b-341015a14c72,,,,,,,,,,,exg-sitn-other,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
