notice-identifier,dps-usage-lot,notice-type,publication-number,procedure-accelerated,legal-basis,organisation-country-buyer,estimated-value-cur-lot,procedure-identifier,estimated-value-cur-proc,total-value,exclusion-grounds,winner-size,winner-selection-status,no-negocaition-necessary-lot,legal-basis-proc,winner-owner-nationality,framework-value-notice,direct-award-justification-text-proc.lit,direct-award-justification-proc,legal-basis-text.ces,accessibility-lot,legal-basis-text.pol,framework-buyer-categories-lot.hrv,direct-award-justification-text-proc.deu,direct-award-justification-text-proc.ces,legal-basis-text.deu,direct-award-justification-text-proc.spa,direct-award-justification-text-proc.fin,direct-award-justification-text-proc.ron,direct-award-justification-text-proc.nld,framework-buyer-categories-lot.fra,direct-award-justification-text-proc.bul,subcontracting-percentage,subcontracting-value,direct-award-justification-text-proc.ell,currency,total-value-eur,total-value-eur-capped,is_outlier,total-value-eur-log,bidder-count,primary-bidder-size,bidder-size-numeric,notice_is_cn-standard,notice_is_can-standard,notice_is_can-modif,notice_is_can-social,notice_is_veat,notice_is_pin-only,notice_is_pin-rtl,notice_is_cn-social
f88fb865-41b3-4705-854d-e9a97744346a,none,cn-standard,269930-2025,False,32014L0024,POL,,5a865080-1f6a-4d7e-9009-a60eec4d5ddc,,,exg-natl|exg-crim-part|exg-crim-fraud|exg-crim-laund|exg-crim-traffick|exg-pmt-bre-tax|exg-pmt-bre-ssc|exg-mis-bre-lab-law|exg-sitn-bankr|exg-sitn-insolvency|exg-sitn-cred-arran|exg-sitn-other|exg-sitn-liq-admin|exg-sitn-as-susp|exg-mis-distortion|exg-mis-prep-confl|exg-crim-corrpt|exg-crim-terror,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
15e1634f-9f7c-4591-8687-4bb22a4d4b28,none,can-standard,269931-2025,,32014L0025,HRV,EUR,2bb0f3ac-70ff-4f5d-9b40-d9a691029886,EUR,94985.34,,large,selec-w,,,,,,,,n-inc,,['Naručitelji koji su navedeni u ovoj obavijesti'],,,,,,,,,,,,,EUR,94985.34,94985.34,False,11.461488370770295,1,large,4.0,0,1,0,0,0,0,0,0
b269f678-ea11-4948-bc50-563f6bf28fc2,none,can-standard,269932-2025,False,32014L0024,ESP,EUR,de8e5ee5-be7f-478d-ae81-1787a43014d1,EUR,196500.0,,small,selec-w,,"ley 9/2017, de 8 de noviembre, de Contratos de Sector Público",,,,,,,,,,,,,,,,,,,,,EUR,196500.0,196500.0,False,12.188422799337028,1,small,2.0,0,1,0,0,0,0,0,0
e32a99bc-5436-477e-8297-c76a117f0759,none,cn-standard,269933-2025,,32014L0024,DEU,,aae195b2-c7c2-4217-a27a-66c7e323cdfe,,,crime-org|terr-offence|finan-laund|fraud|corruption|human-traffic|socsec-law|tax-pay,,,,vob-a-eu,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
b7b7ea44-2adc-498a-bf8d-c5b64bcb3b0f,none,cn-standard,269934-2025,,32014L0024,FRA,,bcd619e6-157e-4a09-a87c-4bbe662a1823,,,nati-ground,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
82e36ce2-1922-4c83-a66e-219661a76b90,none|none|none|none|none|none|none,can-standard,269936-2025,,32014L0024,ROU,,81c54a99-3037-4ebc-a345-07b15652a91a,,16974395.0,,medium|large|medium|medium|small|medium,selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|clos-nw,,,,,,,,,,,,,,,,,,,,,,,EUR,16974395.0,16974395.0,False,16.64721664903814,6,medium,3.0,0,1,0,0,0,0,0,0
8f99fbee-43f3-4472-8638-c60a1ad31f51,dps-list,can-standard,269937-2025,,32014L0024,CZE,CZK,e78b4b38-1b6f-4b91-9a41-8b8fde60a78a,CZK,9929820.53,,sme,selec-w,,134/2016 Sb.|32014L0024,,,,,"['Zákon o zadávání veřejných zakázek', 'Směrnice Evropského parlamentu a Rady 2014/24/EU ze dne 26. února 2014 o zadávání veřejných zakázek a o zrušení směrnice 2004/18/ES']",,,,,,,,,,,,,,,,CZK,387263.00067,387263.00067,False,12.866861911712078,1,sme,2.5,0,1,0,0,0,0,0,0
a30c88df-b7d9-4cea-8dde-55c0b0c0d374,none|none|none|none|none|none|none|none|none|none|none|none|none,can-standard,269938-2025,False,32014L0024,DEU,,19066905-9522-4e33-b2a9-8bbb1fc53760,EUR,404628.78,,small|small|small|small|small|small,selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w,,vgv,DEU|DEU|DEU|DEU|DEU|DEU,,,,,,,,,,,,,,,,,,,,EUR,404628.78,404628.78,False,12.910727804566244,6,small,2.0,0,1,0,0,0,0,0,0
c338b2ac-29ed-4dfa-9923-ee13478e5106,,can-modif,269939-2025,,32014L0024,ESP,,dc817684-aaa4-4e6c-a1b3-8668535f3a5f,,510532.47,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,510532.47,510532.47,False,13.143211477611045,0,,,0,0,1,0,0,0,0,0
68d47fbf-1aef-44bb-aa9b-93f52836d120,none,cn-standard,269940-2025,False,32014L0024,FRA,,7b2173ba-a54e-4ffa-9347-673c2e29d056,,,nati-ground,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
fc9b75e9-6bcd-4854-852b-969d2f80ca6a,,pin-only,269941-2025,,32014L0024,SWE,,,SEK,5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,SEK,434999.99999999994,434999.99999999994,False,12.983103608918753,0,,,0,0,0,0,0,1,0,0
6e813f44-0586-4148-b389-253fc54c054d,none|none|none|none|none,can-standard,269942-2025,False,32014L0024,DEU,,bd34e7df-e437-4336-814e-fd15aa9a15e1,,,,medium|medium|medium,selec-w|selec-w|selec-w|selec-w|selec-w,,vgv,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,3,medium,3.0,0,1,0,0,0,0,0,0
02a3f1d8-179c-44c9-8849-39c61d396f3a,none|none|none,cn-standard,269943-2025,False,32014L0024,BEL,,2deb7659-0625-4f97-98b3-2e222c5c0d95,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
e5429b7a-d18b-45eb-b80c-1dea771ef2c8,none|none|none,cn-standard,269944-2025,False,32014L0025,FRA,,c8461182-df73-4f0d-a308-f3c015299f9e,EUR,950000.0,nati-ground,,,,,,,,,,,,,,,,,,,,,,,,,EUR,950000.0,950000.0,False,13.76421831620775,0,,,1,0,0,0,0,0,0,0
536ec46f-2485-4976-8512-ecf5f8032080,none,can-standard,269945-2025,,32014L0024,CHE,,38f929af-b584-434e-a417-a159acc9933b,,1463012.05,,medium,selec-w,,,,,,,,,,,,,,,,,,,,,,,EUR,1463012.05,1463012.05,False,14.196008599989819,1,medium,3.0,0,1,0,0,0,0,0,0
9c1075bf-db61-4744-ab23-ff6cda5f0f91,none,can-standard,269946-2025,,32014L0025,CZE,CZK,5e8b920b-3401-43c7-a092-b829596df4b4,CZK,6452145.0,,sme,selec-w,,32014L0025,,6452145.0,,urgency,"['Směrnice Evropského parlamentu a Rady 2014/25/EU ze dne 26. února 2014 o zadávání zakázek subjekty působícími v odvětví vodního hospodářství, energetiky, dopravy a poštovních služeb a o zrušení směrnice 2004/17/ES']",,,,,['Přerušení drážní dopravy při nepředpokládané události.'],,,,,,,,,,,CZK,251633.655,251633.655,False,12.435733532797117,1,sme,2.5,0,1,0,0,0,0,0,0
ebbeb2aa-0363-42e5-a0de-ca22bb63d3f1,none,can-social,269947-2025,,32014L0024,EST,,408a042a-545f-4959-9437-1505862338ed,,73681.7,,,selec-w,,,,,,,,n-inc-just,,,,,,,,,,,,,,,EUR,73681.7,73681.7,False,11.207523315208919,0,,,0,0,0,1,0,0,0,0
0d54d6dc-1579-437a-8c97-4d7a29b79817,none,cn-standard,269948-2025,False,32014L0024,CZE,CZK,b0619993-f24c-4ed4-9e0d-3d6971aa334a,CZK,3063557.34,,,,,32014L0024,,,,,['Směrnice Evropského parlamentu a Rady 2014/24/EU ze dne 26. února 2014 o zadávání veřejných zakázek a o zrušení směrnice 2004/18/ES'],n-inc,,,,,,,,,,,,,,,CZK,119478.73625999999,119478.73625999999,False,11.690902064928881,0,,,1,0,0,0,0,0,0,0
1ceff7ee-71bb-40cb-9f17-f1cfbcd4dc8e,none,can-standard,269949-2025,False,32014L0024,FRA,,f74f472f-7845-4ec6-9469-e11de8c497d4,EUR,193000.0,,sme,selec-w,,,FRA,,,,,,,,,,,,,,,,,,,,EUR,193000.0,193000.0,False,12.170450649220749,1,sme,2.5,0,1,0,0,0,0,0,0
b5b13816-d16c-413b-a25a-23fb06ff2488,none,cn-standard,269950-2025,False,32014L0025,CZE,,56e3e3c6-71d0-4f17-963c-24df2fa2e3fc,,,,,,,134/2016 Sb.|32014L0025,,,,,"['Zákon o zadávání veřejných zakázek', 'Směrnice Evropského parlamentu a Rady 2014/25/EU ze dne 26. února 2014 o zadávání zakázek subjekty působícími v odvětví vodního hospodářství, energetiky, dopravy a poštovních služeb a o zrušení směrnice 2004/17/ES']",,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
acf35ea7-6e4f-4c07-b3e0-aab1b2c2b0cd,none|none|none,cn-standard,269951-2025,False,32014L0024,POL,,f9dd5120-4ac1-409e-ab25-44d7cb583c16,,,exg-crim-corrpt|exg-crim-fraud|exg-crim-terror|exg-crim-laund|exg-crim-traffick|exg-crim-part|exg-mis-bre-lab-law|exg-pmt-bre-ssc|exg-pmt-bre-tax|exg-mis-distortion|exg-mis-prep-confl|exg-sitn-liq-admin|exg-sitn-as-susp|exg-sitn-other|exg-sitn-insolvency|exg-sitn-cred-arran|exg-sitn-bankr|exg-natl-bre-nat-law,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
3698a961-0d45-4845-81d4-7b63693ebca4,,can-modif,269952-2025,,32014L0024,BGR,,495b8305-669f-4c68-b73f-97d784963286,,,,,,,,,,,,,n-inc,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,0,1,0,0,0,0,0
4877c1ed-7531-4ecc-b4e7-d15c3ff6030d,none,can-standard,269953-2025,,32018R1046,LUX,EUR,4a4bb809-5441-4470-af94-9075199442eb,EUR,33000000.0,,,selec-w,,,,33000000.0,,,,,,,,,,,,,,,,,,,EUR,33000000.0,23506828.500000007,True,17.312018149733785,0,,,0,1,0,0,0,0,0,0
c42dfcf2-5e43-48f4-83d9-021857f19399,none|none,cn-standard,269954-2025,False,32014L0024,BEL,,7a9b5327-3f7f-4474-92df-de67d4c3d153,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
370328f4-d0c6-4d23-ab57-236e9560eb76,none,can-standard,269955-2025,,32014L0024,LVA,,c5d1f9f1-7f04-4577-a675-bddce50830a5,,26842.31,,small,selec-w,,https://eur-lex.europa.eu/eli/dir/2014/24/oj,,,,,,,,,,,,,,,,,,,,,EUR,26842.31,26842.31,False,10.197771906879826,1,small,2.0,0,1,0,0,0,0,0,0
90107d87-be9c-456f-a966-1fb01836f5de,none,cn-standard,269956-2025,False,32014L0024,HRV,EUR,aa110c6d-e44a-493e-8f92-94afc1f90a4d,EUR,12000000.0,exg-crim-part|exg-crim-corrpt|exg-crim-fraud|exg-crim-terror|exg-crim-laund|exg-crim-traffick|exg-pmt-bre-tax|exg-pmt-bre-ssc|exg-mis-partic-confl|exg-mis-sanction|exg-mis-misrepresent,,,,,,,,,,inc,,,,,,,,,,,,,,,EUR,12000000.0,12000000.0,False,16.300417291085605,0,,,1,0,0,0,0,0,0,0
a30e849a-6557-49ef-aab0-9cf1853dcb1d,none,cn-standard,269957-2025,False,32014L0024,BEL,,c32ea74b-fb5e-4bf9-944b-ea5f1ed42a79,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
9f13ed28-8632-43b0-96bb-ce2528e4a9ca,none,cn-standard,269958-2025,False,32014L0024,CZE,CZK,66c656d5-7d55-488f-9315-d8c89d803e34,CZK,1.0,,,,,32014L0024,,,,,['Směrnice Evropského parlamentu a Rady 2014/24/EU ze dne 26. února 2014 o zadávání veřejných zakázek a o zrušení směrnice 2004/18/ES'],,,,,,,,,,,,,,,,CZK,0.039,0.039,False,0.03825871211709034,0,,,1,0,0,0,0,0,0,0
878bdf41-20a3-4db5-a463-3f5448ca4fcb,,can-modif,269959-2025,,32014L0024,HUN,,4d266d18-507f-4f87-8beb-0a84386890db,,62620400.0,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,62620400.0,23506828.500000007,True,17.952601677546916,0,,,0,0,1,0,0,0,0,0
627a2c88-a8ba-4e6e-bf4b-f52193d7903f,none,cn-standard,269960-2025,False,32014L0024,LTU,EUR,f3aca8b9-4c82-43c2-987c-a74ad78ec986,EUR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.0,0.0,False,0.0,0,,,1,0,0,0,0,0,0,0
5a12f63c-d8a0-4eca-ae28-d0357efd9686,none,cn-standard,269962-2025,False,32014L0024,LTU,,2890f9b4-81a0-4647-abf7-14c0d6d8955c,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
1f5a2bdf-3821-4b58-9e0a-adec34b6ffa0,none,can-standard,269963-2025,,32014L0024,ESP,,440d4995-929d-4978-835a-8f0dedc12dbd,,4691634.64,,large,selec-w,,,ESP,,,,,,,,,,,,,,,,,,,,EUR,4691634.64,4691634.64,False,15.36129183015618,1,large,4.0,0,1,0,0,0,0,0,0
ce9a862f-6f81-4a34-954c-af0dd152b5c4,none,can-standard,269964-2025,False,32014L0024,LUX,,1ebe0808-de81-4c05-b96b-0ee8e740b8ea,,164576.0,,,selec-w,,,,,,,,,,,,,,,,,,,,,,,EUR,164576.0,164576.0,False,12.011133824776287,0,,,0,1,0,0,0,0,0,0
0162b1e5-650b-4837-920b-baf6a7d396fc,dps-list,can-standard,269965-2025,,32014L0024,CZE,CZK,bad390b6-315c-4281-92f2-7951655d3e64,CZK,40000000.0,,sme,selec-w,,134/2016 Sb.|32014L0024,,,,,"['Zákon o zadávání veřejných zakázek', 'Směrnice Evropského parlamentu a Rady 2014/24/EU ze dne 26. února 2014 o zadávání veřejných zakázek a o zrušení směrnice 2004/18/ES']",,,,,,,,,,,,,,,,CZK,1560000.0,1560000.0,False,14.260197020251155,1,sme,2.5,0,1,0,0,0,0,0,0
556a3016-2327-4a3b-abbf-dd81ead9021c,none,cn-standard,269966-2025,False,32014L0024,DEU,,7700a922-ac41-4fc3-8f1e-de8a107f555f,,,exg-natl-bre-nat-law,,,,vob-a-eu,,,,,,,,,,,['VOB 2019 EU'],,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
660589fd-41bd-45ec-834b-4642de327524,,cn-social,269967-2025,,32014L0024,LVA,,55b9bda9-62b5-4edc-a280-bd6bb1af859c,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,0,0,0,0,0,0,1
f7d57f6c-7a19-44e7-bf21-02c33ac8b514,none,can-standard,269968-2025,False,32014L0025,NOR,EUR,109796fe-d503-4eb3-ad13-a6664595acab,EUR,12300000.0,,,selec-w,,,,,,,,,,,,,,,,,,,,,,,EUR,12300000.0,12300000.0,False,16.325109901643454,0,,,0,1,0,0,0,0,0,0
332d0fb8-4a5c-4b70-83e6-b664e0858acf,none,can-standard,269969-2025,,32014L0024,ROU,,99a4718b-1a5f-4a85-816d-a36161bcd57b,,281530.0,,large,selec-w,,,,1078200.0,,,,,,,,,,,,,,,,,,,EUR,281530.0,281530.0,False,12.547997844832569,1,large,4.0,0,1,0,0,0,0,0,0
91e7135c-f307-46e4-8e81-2fb8781c64c5,none,cn-standard,269970-2025,False,32014L0024,NOR|NOR|NOR|NOR,,f11567b8-e746-45ca-8744-2c57965ab7dc,,,corruption|crime-org|finan-laund|fraud|human-traffic|socsec-pay|tax-pay|terr-offence,,,,Anskaffelsesforskriften,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
66c960e1-b528-485b-b834-419f955eac4f,none,can-standard,269971-2025,False,32014L0024,AUT,,cc28dd6c-d16e-44ea-96d7-957cddc9bc79,,642358.71,,,selec-w,,,,,,,,,,,,,,,,,,,,,,,EUR,642358.71,642358.71,False,13.372903721715085,0,,,0,1,0,0,0,0,0,0
65905292-4634-44c6-8a00-16c2ee1fa6ea,none|none|none|none|none|none|none|none|none|none|none,cn-standard,269972-2025,False,32014L0024,DEU,,cc6bd602-182e-410e-851e-a457584da4db,,,exg-natl-bre-nat-law|exg-crim-part|exg-crim-terror|exg-crim-laund|exg-crim-fraud|exg-crim-corrpt|exg-crim-traffick|exg-pmt-bre-tax|exg-pmt-bre-ssc|exg-mis-bre-env-law|exg-mis-bre-soc-law|exg-mis-bre-lab-law|exg-sitn-insolvency|exg-sitn-liq-admin|exg-sitn-as-susp|exg-sitn-other|exg-mis-misconduct|exg-mis-distortion|exg-mis-partic-confl|exg-mis-prep-confl|exg-mis-sanction|exg-mis-misrepresent,,,,vgv,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
07ddb512-50c7-4258-82a4-6010f7cf1970,none|none,can-standard,269973-2025,,32014L0024,FRA,,d00267f2-108b-4ab2-81a2-577ac4a35ecd,,300000.0,,,selec-w|selec-w,,,,300000.0,,,,,,,,,,,,,,,,,,,EUR,300000.0,300000.0,False,12.611541086966115,0,,,0,1,0,0,0,0,0,0
46b2ba02-9cde-4ee6-b09f-c302f9a6960d,none,can-standard,269974-2025,False,32014L0024,FRA,EUR,013faf37-c6f7-425a-99a2-67a63ed62038,,20379621.75,,large,selec-w,,,,,,,,,,,,,,,,,,,,,,,EUR,20379621.75,20379621.75,False,16.83004607479263,1,large,4.0,0,1,0,0,0,0,0,0
82dcafa9-193d-45a1-825b-99f200a2e0c4,none,can-standard,269975-2025,,32014L0024,CZE,CZK,d582b69d-33b9-48af-a4c4-7f5a5045e0d5,CZK,2420704.33,,sme,selec-w,,32014L0024,CZE|CZE,,,,['Směrnice Evropského parlamentu a Rady 2014/24/EU ze dne 26. února 2014 o zadávání veřejných zakázek a o zrušení směrnice 2004/18/ES'],n-inc,,,,,,,,,,,,,,,CZK,94407.46887,94407.46887,False,11.45538606071559,1,sme,2.5,0,1,0,0,0,0,0,0
2ea424e3-6aab-49ba-8df3-8752b19b1c50,none,cn-standard,269976-2025,,32014L0024,ROU,,e6d620f7-da44-40ed-bff8-01befdef473d,RON,42517671.84,crime-org|corruption|fraud|terr-offence|finan-laund|human-traffic|tax-pay|socsec-pay,,,,,,,,,,,,,,,,,,,,,,,,,RON,8503534.368,8503534.368,False,15.955992560634508,0,,,1,0,0,0,0,0,0,0
bffa21e1-a66f-4e63-b587-29a3077fd7ac,none,cn-standard,269977-2025,False,32014L0024,NLD,EUR,01a31ece-49da-4f74-a37a-561ee97764d9,EUR,1385314.37,bankruptcy|corruption|crime-org|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|socsec-law|socsec-pay|tax-pay|terr-offence,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1385314.37,1385314.37,False,14.141438375654081,0,,,1,0,0,0,0,0,0,0
2b4ce71b-5d7b-4309-9cb8-92d83acdd1b3,none,cn-standard,269978-2025,False,32014L0024,DEU,,5f685510-a673-4e37-a9bd-662da8ecd782,,,bankr-nat|corruption|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,,,,vgv,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
e9641dfb-be38-47fa-889e-65659c047dda,none,can-standard,269979-2025,,32014L0024,FRA,EUR,6a69926d-257f-4be0-8826-c823709583b3,,195000.0,,,selec-w,,,,2400000.0,,,,,,,,,,,,,,,,,,,EUR,195000.0,195000.0,False,12.180759965737863,0,,,0,1,0,0,0,0,0,0
c1053f5b-175f-4dd0-a3c9-da8f8b7143be,none|none|none|none,cn-standard,269980-2025,False,32014L0024,SVN,,95a306e0-2c30-4b2e-ad86-e136120406e8,EUR,355000.0,,,,,,,,,,,n-inc|n-inc|n-inc|n-inc,,,,,,,,,,,,,,,EUR,355000.0,355000.0,False,12.779875885354993,0,,,1,0,0,0,0,0,0,0
8b304e5c-ba0e-4268-ba58-a3d8007fc824,none,cn-standard,269981-2025,,32014L0024,DEU,,cf173a1b-a80d-4f08-86ff-28038d134060,,,bankr-nat|bankruptcy|corruption|bankr-nat|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|bankruptcy|misrepresent|nati-ground|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,,,,vgv,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
9f092344-2b97-4a5e-8049-3b4a2263185d,none,can-standard,269982-2025,False,32014L0024,DEU,,8b4b4bec-f475-497e-b717-8849a202b248,,666500.0,,medium,selec-w,,vob-a-eu,DEU,,,,,,,,,,,,,,,,,,,,EUR,666500.0,666500.0,False,13.409796918974868,1,medium,3.0,0,1,0,0,0,0,0,0
92dc7c89-d3fc-4189-886f-d4dc3adb91a8,none|none,cn-standard,269983-2025,False,32014L0024,BEL,,8d6e4961-724e-405a-b1d6-585a7ba9b8f0,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
36bde84f-4214-4dcd-871a-2d8085b5343d,none|none|none|none,cn-standard,269984-2025,False,32014L0024,FRA|FRA|FRA,,b3c24b88-62d8-4859-9e9b-78a9c4c970da,EUR,3830000.0,nati-ground,,,False|False|False|False,,,,,,,,,,,,,,,,,,,,,,EUR,3830000.0,3830000.0,False,15.1583756222534,0,,,1,0,0,0,0,0,0,0
37452da3-c373-4a43-bf4e-3272ca407f77,none,can-standard,269985-2025,False,32014L0024,ITA|ITA,EUR,37452da3-c373-4a43-bf4e-3272ca407f77,EUR,8873258.8,,,selec-w,,,,,,,,inc,,,,,,,,,,,,,,,EUR,8873258.8,8873258.8,False,15.998552795226539,0,,,0,1,0,0,0,0,0,0
2a073189-aafb-4e6d-868b-d1301bdaf1e3,none|none|none|none|none,cn-standard,269986-2025,False,32014L0024,CZE,CZK,0b01ed7b-ec4d-46fd-9b95-30fce8a2c5a0,CZK,22502520.0,,,,,32014L0024,,,,,['Směrnice Evropského parlamentu a Rady 2014/24/EU ze dne 26. února 2014 o zadávání veřejných zakázek a o zrušení směrnice 2004/18/ES'],,,,,,,,,,,,,,,,CZK,877598.28,877598.28,False,13.684945367523495,0,,,1,0,0,0,0,0,0,0
6467666a-2ceb-4bce-bc98-2a2f134741eb,none|none|none|none|none,can-standard,269987-2025,,32014L0024,ROU,,b5b44f4e-1549-4eae-b8f0-74b9806d13c9,,19947.0,,large|small,selec-w|selec-w|selec-w|selec-w|selec-w,,,,1275933.6,,,,,,,,,,,,,,,,,,,EUR,19947.0,19947.0,False,9.900884166666014,2,large,4.0,0,1,0,0,0,0,0,0
36c77372-f023-48eb-b31c-f8b014d8d3c6,none,can-standard,269988-2025,False,32014L0024,ESP,,8acb4995-ca6b-4bd2-ae78-0c3888cd029d,EUR,254430.0,,sme,selec-w,,,,,,,,,,,,,,,,,,,,,,,EUR,254430.0,254430.0,False,12.446784958370257,1,sme,2.5,0,1,0,0,0,0,0,0
2ed321e4-a2e6-4e0e-b165-9e590a1e65e3,none|none|none|none|none|none,cn-standard,269989-2025,,32014L0024,FRA,,c313e30b-18d6-4dcf-b833-9ab5dddee052,,,bankr-nat,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
5de29e97-d167-46c9-afe0-11aa36bdb513,none|none|none|none|none,cn-standard,269990-2025,False,32014L0024,DEU,,26076eab-7c8c-4d69-95ca-615d6b36ed2a,,,exg-natl-bre-nat-law|exg-crim-part|exg-crim-terror|exg-crim-laund|exg-crim-fraud|exg-crim-corrpt|exg-crim-traffick|exg-pmt-bre-tax|exg-pmt-bre-ssc|exg-mis-bre-env-law|exg-mis-bre-soc-law|exg-mis-bre-lab-law|exg-sitn-insolvency|exg-sitn-liq-admin|exg-sitn-as-susp|exg-sitn-other|exg-mis-misconduct|exg-mis-distortion|exg-mis-partic-confl|exg-mis-prep-confl|exg-mis-sanction|exg-mis-misrepresent,,,,vgv,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
dee88f7b-7cab-4a6a-99c7-ccd33373d7b3,none,cn-standard,269992-2025,False,32014L0024,BEL,,72ade967-5e66-4c5b-9d3d-016c5f8ccf90,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
260c7789-403f-424b-b5f2-1c1bd744842e,none,cn-standard,269993-2025,False,32014L0024,DEU,,d8204759-66ab-489e-ab7b-6c8f26d8654a,EUR,931000.0,exg-natl-bre-nat-law,,,,vgv,,,,,,,,,,,,,,,,,,,,,EUR,931000.0,931000.0,False,13.744015630372484,0,,,1,0,0,0,0,0,0,0
a74af9ca-e2c9-4300-aec4-ea630f354c84,none,cn-standard,269994-2025,False,32014L0024,POL,,6672bf47-5539-451e-8f22-57aed99e9d80,,,exg-mis-prep-confl|exg-crim-corrpt|exg-crim-fraud|exg-mis-bre-lab-law|exg-pmt-bre-ssc|exg-pmt-bre-tax|exg-natl-bre-nat-law|exg-mis-distortion|exg-crim-traffick|exg-crim-laund|exg-crim-terror|exg-crim-part|exg-sitn-liq-admin|exg-sitn-as-susp|exg-sitn-other|exg-sitn-insolvency|exg-mis-sanction|exg-sitn-cred-arran|exg-sitn-bankr|exg-mis-misconduct|exg-mis-misrepresent,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
d580b07f-79c0-4408-a0d3-7c8e7196dd38,dps-list,can-standard,269995-2025,,32014L0025,CZE,CZK,94960557-f246-48a9-a1c4-0086fc22e0b5,CZK,1712496.0,,sme,selec-w,,134/2016 Sb.|32014L0025,,,,,"['Zákon o zadávání veřejných zakázek', 'Směrnice Evropského parlamentu a Rady 2014/25/EU ze dne 26. února 2014 o zadávání zakázek subjekty působícími v odvětví vodního hospodářství, energetiky, dopravy a poštovních služeb a o zrušení směrnice 2004/17/ES']",,,,,,,,,,,,,,,,CZK,66787.344,66787.344,False,11.109283853281443,1,sme,2.5,0,1,0,0,0,0,0,0
2e0d8e19-7370-4caa-82c5-c736ff8357bc,none|none|none,can-standard,269996-2025,,32014L0024,LVA,,4a1668e1-ba60-47f9-8017-f343dff3ca56,,300000.0,,large|large|large,selec-w|selec-w|selec-w,,https://eur-lex.europa.eu/eli/dir/2014/24/oj,,,,,,,,,,,,,,,,,,,,,EUR,300000.0,300000.0,False,12.611541086966115,3,large,4.0,0,1,0,0,0,0,0,0
587039f3-7d0c-4e2f-ac62-24217dd2c228,none,cn-standard,269997-2025,False,32014L0024,CHE,,475eef0f-da70-4cf2-8d95-b67eee7d5667,,,exg-sitn-other,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0
