notice-identifier,dps-usage-lot,notice-type,publication-number,procedure-accelerated,legal-basis,organisation-country-buyer,estimated-value-cur-lot,procedure-identifier,legal-basis-proc,legal-basis-text.ces,winner-selection-status,winner-size,total-value,estimated-value-cur-proc,exclusion-grounds,legal-basis-text.deu,no-negocaition-necessary-lot,framework-value-notice,winner-owner-nationality,subcontracting-percentage,direct-award-justification-text-proc.eng,direct-award-justification-proc,accessibility-lot,direct-award-justification-text-proc.fra,framework-buyer-categories-lot.hrv,legal-basis-text.pol,direct-award-justification-text-proc.spa,direct-award-justification-text-proc.ron,legal-basis-text.fra,subcontracting-value,direct-award-justification-text-proc.nld,direct-award-justification-text-proc.dan,direct-award-justification-text-proc.ita,ipi-measures-applicable-lot,direct-award-justification-text-proc.deu,legal-basis-text.eng,currency,total-value-eur,total-value-eur-capped,is_outlier,total-value-eur-log,bidder-count,primary-bidder-size,bidder-size-numeric,notice_is_can-standard,notice_is_cn-standard,notice_is_can-modif,notice_is_pin-only,notice_is_cn-social,notice_is_pin-rtl,notice_is_veat,notice_is_can-social,notice_is_can-desg,notice_is_cn-desg
ded829cb-26b4-49a3-86e3-cb3f14cf8e7b,none,can-standard,277453-2025,,32014L0024,CZE,CZK,9182477a-f9ce-48dd-b6e7-b785121c37fb,134/2016 Sb.|32014L0024,"['Zákon o zadávání veřejných zakázek', 'Směrnice Evropského parlamentu a Rady 2014/24/EU ze dne 26. února 2014 o zadávání veřejných zakázek a o zrušení směrnice 2004/18/ES']",selec-w,sme,3999906.0,CZK,,,,,,,,,,,,,,,,,,,,,,,CZK,155996.334,155996.334,False,11.957594196342052,1,sme,2.5,1,0,0,0,0,0,0,0,0,0
320eca20-717c-4b1a-96e5-683f42510d21,none|none,cn-standard,277454-2025,False,other,TUR,,e1b3ff44-6851-4ff5-a017-8858aff6067f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
34288f7b-727f-4acc-8787-47e5edc0767d,none,can-standard,277455-2025,,32014L0024,CZE,,58f0779f-bb67-4ae7-ab21-d12d3a7ce607,134/2016 Sb.|32014L0024,"['Zákon o zadávání veřejných zakázek', 'Směrnice Evropského parlamentu a Rady 2014/24/EU ze dne 26. února 2014 o zadávání veřejných zakázek a o zrušení směrnice 2004/18/ES']",selec-w,sme,4883.47,,,,,,,,,,,,,,,,,,,,,,,,EUR,4883.47,4883.47,False,8.49381606319677,1,sme,2.5,1,0,0,0,0,0,0,0,0,0
6481e009-7baa-40b0-9a1a-818d05fd41f7,,can-modif,277456-2025,,32014L0024,ESP,,4d6ea4d3-960d-4640-bea8-69a67ff3b4d2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,0,1,0,0,0,0,0,0,0
b52740e0-472c-40c6-b21f-285bddf74798,,cn-desg,277457-2025,,32014L0025,LVA,,58418282-d4f4-4cd9-b4d5-6981b217f704,,,,,15000.0,,,,,,,,,,,,,,,,,,,,,,,,EUR,15000.0,15000.0,False,9.61587214452889,0,,,0,0,0,0,0,0,0,0,0,1
df71e689-9d03-4a51-a60c-0a9d717f345f,none,can-standard,277458-2025,,32014L0024,CZE,CZK,e4adb7d3-b369-422d-b1a8-e3f57aec458b,134/2016 Sb.|32014L0024,"['Zákon o zadávání veřejných zakázek', 'Směrnice Evropského parlamentu a Rady 2014/24/EU ze dne 26. února 2014 o zadávání veřejných zakázek a o zrušení směrnice 2004/18/ES']",selec-w,sme,894491.04,CZK,,,,,,,,,,,,,,,,,,,,,,,CZK,34885.15056,34885.15056,False,10.459845197340137,1,sme,2.5,1,0,0,0,0,0,0,0,0,0
33185a44-6508-425c-8ef3-b8044ae8d381,,cn-standard,277459-2025,False,32009L0081,DEU,,acafe8d4-53ce-4fc8-919e-29c8b204277d,vsvgv,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
e7bf58de-b4d2-4d3c-b47d-b9af8cfa3695,none|none,cn-standard,277460-2025,False,32014L0024,FRA,EUR,370d49c7-fe91-45c9-8c0e-f249a2990c1b,,,,,,,crime-org|corruption|fraud|finan-laund|human-traffic|misrepresent,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
917ffc67-d465-45db-811f-d7d3761e92ca,none,can-standard,277461-2025,False,32014L0024,DEU,,32f2c9f2-98e6-41d9-8928-dd057ce98b1c,vgv,,selec-w,large,380717.26,,,,,,,,,,,,,,,,,,,,,,,,EUR,380717.26,380717.26,False,12.849814905496673,1,large,4.0,1,0,0,0,0,0,0,0,0,0
12f6f0b8-b72d-4bd2-a51d-ba5c806a1f08,none,cn-standard,277462-2025,False,32014L0025,DEU,,2da5fbbe-ef42-462f-b094-d1718e89bfb8,sektvo,,,,,,exg-crim-part|exg-crim-terror|exg-crim-laund|exg-crim-fraud|exg-crim-corrpt|exg-crim-traffick|exg-pmt-bre-tax|exg-pmt-bre-ssc|exg-mis-bre-env-law|exg-mis-bre-soc-law|exg-mis-bre-lab-law|exg-sitn-insolvency|exg-sitn-liq-admin|exg-sitn-as-susp|exg-sitn-other|exg-mis-misconduct|exg-mis-distortion|exg-mis-partic-confl|exg-mis-prep-confl|exg-mis-sanction|exg-mis-misrepresent,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
7baa66b1-e29d-4ecf-a33d-b688b9336d8d,none,can-standard,277463-2025,False,32014L0024,SWE,SEK,aec227d2-7f99-43a7-9731-ae75c2b54b7e,,,selec-w,,2200000.0,SEK,,,,,,,,,,,,,,,,,,,,,,,SEK,191400.0,191400.0,False,12.162125982647739,0,,,1,0,0,0,0,0,0,0,0,0
4186bb5d-7952-4a0d-a922-a1f222e35f58,none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none,can-standard,277464-2025,,32014L0024,ROU,,e3198658-29b8-46a5-8e8d-157babcfc674,,,selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|clos-nw|clos-nw|clos-nw|clos-nw|clos-nw,small|medium|medium|medium,4148087.6,,,,,9938687.98,,,,,,,,,,,,,,,,,,,EUR,4148087.6,4148087.6,False,15.238158207794857,4,small,2.0,1,0,0,0,0,0,0,0,0,0
a3a12206-54fa-459c-94cd-9ce4426733b2,none,cn-standard,277465-2025,False,32014L0025,DEU,,b4dbe71a-579e-4294-bcdc-7c077e96be9c,sektvo,,,,,,exg-natl-bre-nat-law|exg-crim-part|exg-crim-terror|exg-crim-laund|exg-crim-fraud|exg-crim-corrpt|exg-crim-traffick|exg-pmt-bre-tax|exg-pmt-bre-ssc|exg-mis-bre-env-law|exg-mis-bre-soc-law|exg-mis-bre-lab-law|exg-sitn-insolvency|exg-sitn-liq-admin|exg-sitn-as-susp|exg-sitn-other|exg-mis-misconduct|exg-mis-distortion|exg-mis-partic-confl|exg-mis-prep-confl|exg-mis-misrepresent,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
a1bcc51d-8387-4b77-adda-531ddeeac0c2,none|none|none|none,cn-standard,277466-2025,False,32014L0024,POL,PLN,e087063c-6ef3-480a-84af-2a34c411f57d,,,,,1105402.36,PLN,exg-sitn-liq-admin|exg-mis-prep-confl|exg-sitn-as-susp|exg-sitn-other|exg-mis-partic-confl|exg-crim-corrpt|exg-crim-fraud|exg-mis-bre-lab-law|exg-sitn-insolvency|exg-pmt-bre-ssc|exg-pmt-bre-tax|exg-natl|exg-mis-distortion|exg-crim-traffick|exg-crim-laund|exg-mis-sanction|exg-crim-part|exg-sitn-cred-arran|exg-mis-misconduct|exg-mis-misrepresent|exg-sitn-bankr,,,,,,,,,,,,,,,,,,,,,,PLN,254242.54280000002,254242.54280000002,False,12.446047916538149,0,,,0,1,0,0,0,0,0,0,0,0
5e46b380-2c3f-4c32-95fa-ed8fd19a3975,none|none,cn-standard,277467-2025,False,32014L0024,ITA,EUR,b8a980a8-e153-438e-99fd-d9ab178830c2,,,,,25950312.1,EUR,,,,,,,,,,,,,,,,,,,,,,,EUR,25950312.1,24421000.0,True,17.071694233013982,0,,,0,1,0,0,0,0,0,0,0,0
c310c50f-eedf-476c-9a6e-3b264e9509cd,none,cn-standard,277468-2025,,32014L0024,ROU,,6b10ed6a-1a5a-4683-b7e6-1517397f743e,,,,,,,crime-org|corruption|fraud|terr-offence|finan-laund|human-traffic|tax-pay|socsec-pay,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
2c23cdce-0263-4d14-a464-3b267e95f52b,none,cn-standard,277470-2025,False,32014L0024,CZE,,98ad8d11-1205-4758-9bfc-85f363d9ee95,32014L0024,['Směrnice Evropského parlamentu a Rady 2014/24/EU ze dne 26. února 2014 o zadávání veřejných zakázek a o zrušení směrnice 2004/18/ES'],,,9000000.0,CZK,,,,,,,,,,,,,,,,,,,,,,,CZK,351000.0,351000.0,False,12.768544351446794,0,,,0,1,0,0,0,0,0,0,0,0
9aeb0f55-21b8-4185-9ffd-19bc4e2e2321,none,cn-standard,277471-2025,False,32014L0024,ITA,EUR,9aeb0f55-21b8-4185-9ffd-19bc4e2e2321,,,,,330000.0,EUR,,,,,,,,,,,,,,,,,,,,,,,EUR,330000.0,330000.0,False,12.706850963741102,0,,,0,1,0,0,0,0,0,0,0,0
cb669a9f-dc73-4d81-8600-a967b21a3b63,none,can-standard,277472-2025,False,32014L0025,POL,,649885d9-1506-48a0-954e-f0ebc5f1aacc,,,selec-w,large,464016.84,,,,,,,,,,,,,,,,,,,,,,,,EUR,464016.84,464016.84,False,13.047678278745138,1,large,4.0,1,0,0,0,0,0,0,0,0,0
e8ae1c2e-88e1-43ee-8cc4-7a66f44f3aa6,none,can-standard,277473-2025,False,32014L0024,POL,,72edd251-0f33-4ecf-8c83-8848063bc5fb,art. 132 ustawy z dnia 11 września 2019 r. Prawo zamówień publicznych (Dz. U. z 2024 r. poz. 1320),,selec-w,,1168000.0,,,,,,,,,,,,,,,,,,,,,,,,EUR,1168000.0,1168000.0,False,13.970804298534327,0,,,1,0,0,0,0,0,0,0,0,0
101fad9f-13c7-4a9c-80bb-a43963179302,none,can-standard,277474-2025,,32014L0024,CHE,,44388085-d7b5-4b90-a49e-84f9384f3814,,,selec-w,large,548725.45,,,,,,,,,,,,,,,,,,,,,,,,EUR,548725.45,548725.45,False,13.215355326733073,1,large,4.0,1,0,0,0,0,0,0,0,0,0
603bdc11-413e-472d-9c36-321e79bc74f0,none,can-standard,277475-2025,,32014L0024,ESP,,93f14939-6785-405c-b633-3a936bb96da2,,,selec-w,large,353305.79,,,,,,ESP,,,,,,,,,,,,,,,,,,EUR,353305.79,353305.79,False,12.775092051956785,1,large,4.0,1,0,0,0,0,0,0,0,0,0
19c27118-1fb1-44a7-a3e8-004c68bcabc7,none,cn-standard,277476-2025,False,32014L0024,DEU,,0f1d5bf0-0c00-4f96-a239-eaa68d7b0b45,vgv,,,,,,exg-natl-bre-nat-law,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
a9190986-4c12-454f-9923-0b6af3297055,none,cn-standard,277477-2025,False,32014L0024,CZE,CZK,abb5b0a5-fdb9-45d8-aaca-f6dff1292776,32014L0024,['Směrnice Evropského parlamentu a Rady 2014/24/EU ze dne 26. února 2014 o zadávání veřejných zakázek a o zrušení směrnice 2004/18/ES'],,,16207818.0,CZK,,,,,,,,,,,,,,,,,,,,,,,CZK,632104.902,632104.902,False,13.356812225547,0,,,0,1,0,0,0,0,0,0,0,0
5d5f6801-ead3-4190-ba32-59e3bd72707a,none,cn-standard,277478-2025,False,32014L0024,DEU,,64965ab7-778c-4968-899f-681ee15ab9aa,vob-a-eu,,,,,,bankr-nat|corruption|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
42994be6-7bd3-43af-b50a-a55712959efb,none|none|none|none,can-standard,277479-2025,,32014L0024,ESP,EUR,a7b9a39c-1a74-498f-b7db-bb6305152e42,,,clos-nw|clos-nw|clos-nw|clos-nw,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
1375073c-8660-4694-ab57-fb11e3fb21ef,none|none|none,cn-standard,277482-2025,False,32014L0024,POL,,25a3d2e3-2571-4ff4-9562-1102b4b90170,"z art. 3 ust 1 oraz art. 132 i nast. ustawy z dnia 11 września 2019 r. Prawo zamówień publicznych (t.j.: Dz. U. z 2024r., poz. 1320 z późn. zm.; zwanej w treści SWZ: „Pzp”)",,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
515e5d96-35d8-49b1-beae-6dd20cad4a4f,none,can-standard,277483-2025,,32014L0024,ESP,,ec955efa-8371-4de4-b938-9b633e374ebe,,,clos-nw,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
62f09435-2c03-448d-b9c7-2e930de51faf,,can-modif,277484-2025,,32014L0024,DEU,,bdefc882-ae72-4962-bf37-88e3c852155f,vob-a-eu,,,,4181265.0,,,,,,,,,,,,,,,,,,,,,,,,EUR,4181265.0,4181265.0,False,15.24612462945823,0,,,0,0,1,0,0,0,0,0,0,0
97a60aee-de87-4ee7-88fc-abe3f18a645e,none,cn-standard,277486-2025,False,32014L0024,DEU,,122c0b23-ba20-4dbf-9526-19ec57d756e8,vgv,,,,268930.0,EUR,exg-natl-bre-nat-law,,,,,,,,,,,,,,,,,,,,,,EUR,268930.0,268930.0,False,12.502210120104586,0,,,0,1,0,0,0,0,0,0,0,0
c5bf714f-3dc6-45f3-bb61-830cc03a8c75,none,can-standard,277487-2025,,32014L0024,IRL,EUR,e662bbf4-84e5-465a-b5a2-9565e659b5ae,,,selec-w,,30000.0,EUR,,,,,,,,,,,,,,,,,,,,,,,EUR,30000.0,30000.0,False,10.308985993422082,0,,,1,0,0,0,0,0,0,0,0,0
3d1874dd-04a7-4576-bbf3-05a28805e940,none,can-social,277488-2025,,32014L0024,LTU,EUR,65b81bf6-2ece-42d5-96b8-f29595385a23,,,selec-w,,66500.0,EUR,,,,,,,,,,,,,,,,,,,,,,,EUR,66500.0,66500.0,False,11.104972264124868,0,,,0,0,0,0,0,0,0,1,0,0
b5dfa53f-4635-4fb7-971f-3952e88d2841,none,can-standard,277489-2025,,32014L0024,ITA,EUR,72a29cae-b6dc-4920-954e-ae174cbaf8b0,,,selec-w,,21000.0,EUR,,,,21000.0,,,,,,,,,,,,,,,,,,,EUR,21000.0,21000.0,False,9.952325334619427,0,,,1,0,0,0,0,0,0,0,0,0
934d05bc-438d-45c6-a958-ac3ac14237e8,none|none|none,cn-standard,277490-2025,True,32014L0024,POL,,9624a6ea-ff13-46c2-9fd1-35f9bdc397fd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
0a84a6de-4500-4be1-b7e9-019b3b40e5f5,dps-list,can-standard,277491-2025,,32014L0024,HRV,EUR,783b4815-bf31-4606-8498-d8945fc4e459,,,selec-w,micro|medium,5477.8,EUR,,,,,,,,,n-inc-just,,,,,,,,,,,,,,EUR,5477.8,5477.8,False,8.608641377860666,2,micro,1.0,1,0,0,0,0,0,0,0,0,0
189807ad-0653-4eba-9bf2-cec1c62a42dd,none,can-standard,277492-2025,,32014L0024,FRA,,4cfa823b-1177-49c4-9740-9f419267a593,,,selec-w,sme|sme|sme|sme|sme|sme,326430.0,,,,,,,,,,,,,,,,,,,,,,,,EUR,326430.0,326430.0,False,12.695973873052399,6,sme,2.5,1,0,0,0,0,0,0,0,0,0
c1b5558a-3f77-4fb4-a0f0-266324499df0,none,cn-standard,277493-2025,False,32014L0024,POL,,6182d7a9-8da8-4f57-824b-bcac13f6e499,Postępowanie prowadzone jest w trybie przetargu nieograniczonego na podstawie art. 129 ust. 1 pkt 1) w zw. z art. 129 ust. 2 oraz art. 132-139 ustawy z dnia 11 września 2019 r. Prawo zamówień publicznych (tekst jedn.: Dz. U. z 2023 r. poz. 1605 z późn. zm. - „PZP”) oraz aktów wykonawczych do PZP.,,,,,,,,,,,,,,,,,['Podstawa prawna – art. 129 ust. 1 pkt 1) w zw. z art. 129 ust. 2 oraz art. 132 - 139 ustawy z dnia 11 września 2019 r. Prawo zamówień publicznych (tekst jedn.: Dz. U. z 2024 r. poz. 1320 z późn. zm.).'],,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
fa505a0c-21bf-4527-a105-abf4c0dbb1de,dps-list,can-standard,277494-2025,,32014L0024,GRC,,9bb969b0-73b3-462c-b6d7-bb6317710338,,,selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w,small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small,797701.47,EUR,,,,,,,,,,,,,,,,,,,,,,,EUR,797701.47,797701.47,False,13.589490962296583,50,small,2.0,1,0,0,0,0,0,0,0,0,0
63c0fd1b-ac44-4e5f-9b91-5c03da495e92,none,can-standard,277495-2025,False,32014L0024,ITA,EUR,63c0fd1b-ac44-4e5f-9b91-5c03da495e92,,,selec-w,sme,1013858.0,EUR,,,,,ITA,,,,,,,,,,,,,,,,,,EUR,1013858.0,1013858.0,False,13.829274400210027,1,sme,2.5,1,0,0,0,0,0,0,0,0,0
a48fd522-b9cc-4a0b-bcc6-b5ad1e8c2292,,cn-standard,277496-2025,,32014L0023,DEU,,9483ceee-8b49-4fcb-b746-120b2cf5204f,konzvgv,,,,,,exg-natl-bre-nat-law,"['Bescheid über eine Zuwendung in endgültiger Höhe - Zuwendungen des Bundes für ein Wirtschaftlichkeitslückenmodell nach Nr. 3.1 der Richtlinie ""Förderung und Unterstützung des Gigabitausbaus der Telekommunikationsnetze in der Bundesrepublik Deutschland"" (Gigabit-Richtlinie 2.0 vom 30.04.2024) - Lückenschlussprogramm Aufruf 2024']",,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
97de4ccc-05bb-4e92-84c0-cd2a0a6602fc,none|none|none,cn-standard,277497-2025,False,32014L0024,ITA,EUR,97de4ccc-05bb-4e92-84c0-cd2a0a6602fc,,,,,2132000.0,EUR,,,,,,,,,,,,,,,,,,,,,,,EUR,2132000.0,2132000.0,False,14.572571533310914,0,,,0,1,0,0,0,0,0,0,0,0
72de7883-62f3-484c-90b2-5d1579292ed2,none,cn-standard,277498-2025,False,32014L0025,FRA,,5c5168bd-6b6d-46fa-9cb8-46a8b6939469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
c4913b52-8aaf-4118-a2f4-2c754371c580,none|none,cn-standard,277499-2025,,32014L0024,FRA,EUR,5f134cfe-59d8-4d21-a985-9d78f84f94e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
3eb031a0-82c7-4cc7-ae85-4f4b7df602d5,none,can-standard,277500-2025,False,32014L0024,DEU,,7dcf3eb0-67cd-4056-b90c-6714aed5a424,vob-a-eu,,selec-w,medium,52450.0,,,,,,,,,,,,,,,,,,,,,,,,EUR,52450.0,52450.0,False,10.867634679419623,1,medium,3.0,1,0,0,0,0,0,0,0,0,0
b097528e-d892-4527-aae6-7dc573c3835e,none|none,cn-standard,277501-2025,False,32014L0024,FRA,,d8158567-9da5-47c7-a98c-19e49bc8f66c,,,,,,,exg-sitn-bankr,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
4c644151-65c7-4791-9e59-2d1b732d8ea8,none,can-standard,277502-2025,,32014L0024,DEU,EUR,eaa12894-e6e8-4bf0-9c66-5180a223baa6,vgv,,selec-w,small,105270.91,EUR,,,,,DEU,,,,,,,,,,,,,,,,,,EUR,105270.91,105270.91,False,11.564301900901425,1,small,2.0,1,0,0,0,0,0,0,0,0,0
001bf14f-d670-437d-b2eb-307a329687e9,none,cn-standard,277503-2025,False,32014L0024,LTU,EUR,2ef91a41-9b05-4d23-b2a1-e86821c86168,,,,,0.0,EUR,,,,,,,,,,,,,,,,,,,,,,,EUR,0.0,0.0,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
9ff18072-5638-416a-9b1c-2e242c9ca525,dps-list,can-standard,277504-2025,,32014L0024,CZE,CZK,e27f95b6-bd4e-4883-a0d8-beec05d61684,134/2016 Sb.|32014L0024,"['Zákon o zadávání veřejných zakázek', 'Směrnice Evropského parlamentu a Rady 2014/24/EU ze dne 26. února 2014 o zadávání veřejných zakázek a o zrušení směrnice 2004/18/ES']",selec-w|selec-w,large,25748157.66,CZK,,,,,,,,,,,,,,,,,,,,,,,CZK,1004178.14874,1004178.14874,False,13.81968099831618,1,large,4.0,1,0,0,0,0,0,0,0,0,0
ecf8dc3e-75ac-4704-aa41-ab06f07cb1f5,none|none|none|none|none,can-standard,277505-2025,False,32014L0024,BGR,BGN,dbc163b7-3982-40c2-bf0f-2f3cd6430bde,,,selec-w|selec-w|selec-w|selec-w|selec-w,sme|sme|sme|sme|sme,333740.0,BGN,,,,,,,,,n-inc|n-inc|n-inc|n-inc|n-inc,,,,,,,,,,,,,,BGN,170207.4,170207.4,False,12.044778847605084,5,sme,2.5,1,0,0,0,0,0,0,0,0,0
5900064d-5ed8-4275-8809-1e1cb1d7091f,none|none,can-standard,277506-2025,,32014L0024,CZE,CZK,a224f917-f0c1-444a-8d03-0feacc0ae27b,134/2016 Sb.|32014L0024,"['Zákon o zadávání veřejných zakázek', 'Směrnice Evropského parlamentu a Rady 2014/24/EU ze dne 26. února 2014 o zadávání veřejných zakázek a o zrušení směrnice 2004/18/ES']",selec-w|selec-w,sme,397887.6,CZK,,,,,,,,,,,,,,,,,,,,,,,CZK,15517.616399999999,15517.616399999999,False,9.649795640278622,1,sme,2.5,1,0,0,0,0,0,0,0,0,0
5da7b764-5526-4c9f-9c89-5566f37432c4,none,can-standard,277507-2025,,32014L0024,FRA,,43623e8b-95fe-4e4d-9e97-04f680bdb8fe,,,selec-w,,218000.0,,,,,,,,,,,,,,,,,,,,,,,,EUR,218000.0,218000.0,False,12.292254928916668,0,,,1,0,0,0,0,0,0,0,0,0
27c6b705-14d8-4ae5-9706-7579abfab6e9,,pin-only,277508-2025,,32014L0024,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,0,0,1,0,0,0,0,0,0
4f23d760-1e3d-495c-a880-c8d8a7fa4e42,none,cn-standard,277509-2025,False,32014L0024,DEU,,10ad0e99-6fa8-4eb2-a9c8-7b088e036f41,vgv,,,,,,bankr-nat|corruption|crime-org|distorsion|finan-laund|fraud|human-traffic|terr-offence,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
86def73e-eff2-4218-8ab5-f3914efaa324,none,can-standard,277511-2025,,32014L0024,BGR,BGN,da03851f-84c1-47e9-9528-36cba3640fd6,,,selec-w,sme,17165.0,BGN,,,,17165.0,,,,,n-inc,,,,,,,,,,,,,,BGN,8754.15,8754.15,False,9.077397377640002,1,sme,2.5,1,0,0,0,0,0,0,0,0,0
a84e0a3f-4352-4563-9d88-40a28b24233b,none,cn-standard,277512-2025,False,32014L0025,DEU,,d35054e5-d6c9-4909-9065-95f650e2b1f6,sektvo,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
e9372674-47ea-46f3-b3f0-42aa861d1f0d,none,can-standard,277513-2025,,32014L0024,ESP,,b826f7d6-7761-4c6b-bcaa-c80d8147228f,,,selec-w,medium,4400000.0,,,,,,,,,technical,,,,,['razones técnicas'],,,,,,,,,,EUR,4400000.0,4400000.0,False,15.29711532616119,1,medium,3.0,1,0,0,0,0,0,0,0,0,0
a90cf458-d964-4a94-95a5-8be0063d9c72,none,can-standard,277514-2025,True,32014L0024,DEU,,2818bb31-0be2-41c3-86d5-9f4497071e23,vgv,,selec-w,large,4718583.29,,,,,,DEU,,,,,,,,,,,,,,,,,,EUR,4718583.29,4718583.29,False,15.36701937401185,1,large,4.0,1,0,0,0,0,0,0,0,0,0
723a89bd-f677-41d2-84c3-13b7cb83b55b,none,can-standard,277515-2025,,32014L0024,BGR,BGN,cc3ff6ea-53a3-4062-93d8-e22668e80300,,,selec-w,sme,24554.0,BGN,,,,,,,,,n-inc,,,,,,,,,,,,,,BGN,12522.54,12522.54,False,9.435365352292353,1,sme,2.5,1,0,0,0,0,0,0,0,0,0
0cfd7866-2d4f-4efb-bd58-30cae5aeb4e6,none,can-standard,277516-2025,,32014L0024,ROU,,e0b728cf-4c3b-47e4-8b8d-baba6afbb365,,,selec-w,small,105940.0,,,,,,,,,,,,,,,,,,,,,,,,EUR,105940.0,105940.0,False,11.570637614359235,1,small,2.0,1,0,0,0,0,0,0,0,0,0
0980f72d-a4cd-4945-b1a7-d3626718f2ff,none,can-standard,277517-2025,False,32014L0024,LTU,EUR,63e4e6f4-b58b-4f66-8d27-67869c04dac6,,,clos-nw,,25000.0,EUR,,,,,,,,,,,,,,,,,,,,,,,EUR,25000.0,25000.0,False,10.12667110305036,0,,,1,0,0,0,0,0,0,0,0,0
fab85084-ca81-45a7-96db-dbb31c6da11f,none,can-standard,277518-2025,,32014L0024,BGR,BGN,a9ace206-dc7b-4ff4-832f-c2a8c9890da1,,,selec-w,sme,104293.03,BGN,,,,104293.03,,,,,n-inc,,,,,,,,,,,,,,BGN,53189.4453,53189.4453,False,10.881634059575731,1,sme,2.5,1,0,0,0,0,0,0,0,0,0
97445e04-699b-48c5-a8e8-bfe18a9c40a1,,can-modif,277519-2025,,32014L0025,DEU,,54e9e120-9f58-49be-ac33-9d0a22c518c9,sektvo,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,0,1,0,0,0,0,0,0,0
